@relation 'adult 2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z50.0-no-replacement-V'

@attribute age numeric
@attribute workclass {Private,State-gov,Federal-gov,Self-emp-not-inc,Self-emp-inc,Local-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {HS-grad,Some-college,7th-8th,10th,Doctorate,Prof-school,Bachelors,Masters,11th,Assoc-acdm,Assoc-voc,1st-4th,5th-6th,12th,9th,Preschool}
@attribute education.num numeric
@attribute marital.status {Widowed,Divorced,Separated,Never-married,Married-civ-spouse,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Exec-managerial,Machine-op-inspct,Prof-specialty,Other-service,Adm-clerical,Craft-repair,Transport-moving,Handlers-cleaners,Sales,Farming-fishing,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute relationship {Not-in-family,Unmarried,Own-child,Other-relative,Husband,Wife}
@attribute race {White,Black,Asian-Pac-Islander,Other,Amer-Indian-Eskimo}
@attribute sex {Female,Male}
@attribute capital.gain numeric
@attribute capital.loss numeric
@attribute hours.per.week numeric
@attribute native.country {United-States,Mexico,Greece,Vietnam,China,Taiwan,India,Philippines,Trinadad&Tobago,Canada,South,Holand-Netherlands,Puerto-Rico,Poland,Iran,England,Germany,Italy,Japan,Hong,Honduras,Cuba,Ireland,Cambodia,Peru,Nicaragua,Dominican-Republic,Haiti,El-Salvador,Hungary,Columbia,Guatemala,Jamaica,Ecuador,France,Yugoslavia,Scotland,Portugal,Laos,Thailand,Outlying-US(Guam-USVI-etc)}
@attribute income {<=50K,>50K}

@data
0.547945,Self-emp-inc,0.12733,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.436639,0.295918,United-States,>50K
0.054795,Private,0.111518,HS-grad,0.533333,Married-spouse-absent,Exec-managerial,Other-relative,White,Female,0,0,0.602041,United-States,<=50K
0.547945,Private,0.092385,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.295918,United-States,<=50K
0.109589,State-gov,0.114505,Some-college,0.6,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,0.397959,United-States,<=50K
0.534247,Private,0.138245,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.054795,Private,0.179585,Some-college,0.6,Never-married,Sales,Other-relative,White,Female,0,0,0.397959,United-States,<=50K
0.739726,Private,0.076523,HS-grad,0.533333,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.356164,Private,0.157014,HS-grad,0.533333,Divorced,Tech-support,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.342466,Local-gov,0.088807,HS-grad,0.533333,Widowed,Transport-moving,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.369863,Private,0.219342,Some-college,0.6,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.39726,Private,0.097373,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.09589,Private,0.223448,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.027397,Private,0.247385,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.295918,United-States,<=50K
0.616438,Private,0.14377,7th-8th,0.2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.193878,United-States,<=50K
0.369863,Private,0.098431,Assoc-acdm,0.733333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.273973,Private,0.173049,Assoc-voc,0.666667,Divorced,Tech-support,Unmarried,White,Female,0,0,0.520408,United-States,<=50K
0.315068,Private,0.241268,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0258,0,0.397959,United-States,<=50K
0.273973,Private,0.112614,Masters,0.866667,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,>50K
0.369863,Private,0.180114,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.03103,0,0.397959,United-States,>50K
0.219178,Private,0.14857,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,>50K
0.164384,Private,0.037308,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.082192,Private,0.058406,Bachelors,0.8,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,0.397959,United-States,<=50K
0,Private,0.081737,11th,0.4,Never-married,Sales,Own-child,White,Female,0,0,0.142857,United-States,<=50K
0.260274,Private,0.04125,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.55102,United-States,<=50K
0.109589,Private,0.016774,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.5,United-States,<=50K
0.123288,Private,0.142795,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.561644,Private,0.059785,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.178082,Private,0.148014,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.55102,United-States,>50K
0.328767,Private,0.104259,5th-6th,0.133333,Divorced,Other-service,Unmarried,White,Female,0,0,0.397959,Puerto-Rico,<=50K
0.136986,Local-gov,0.01147,Bachelors,0.8,Never-married,Prof-specialty,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.260274,Private,0.137544,HS-grad,0.533333,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,0.367347,United-States,<=50K
0.164384,Private,0.116368,11th,0.4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.438356,Self-emp-not-inc,0.105884,7th-8th,0.2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.704082,Italy,<=50K
0.506849,Private,0.127017,Some-college,0.6,Divorced,Craft-repair,Unmarried,White,Female,0,0,0.479592,United-States,<=50K
0.041096,Private,0.070976,HS-grad,0.533333,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,0.397959,United-States,<=50K
0.082192,Private,0.188599,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.369863,State-gov,0.230195,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.60274,Private,0.145347,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.342466,Private,0.039235,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.287671,Private,0.232579,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.357143,Philippines,>50K
0.246575,Private,0.086306,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.013699,Private,0.136273,Some-college,0.6,Never-married,Other-service,Own-child,White,Male,0,0,0.142857,United-States,<=50K
0.232877,Federal-gov,0.120851,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.436639,0.479592,United-States,>50K
0.260274,Private,0.011905,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.356164,Private,0.085191,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.315068,Private,0.035788,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.55102,United-States,>50K
0.369863,Private,0.160682,Bachelors,0.8,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0.5,United-States,<=50K
0.150685,Self-emp-not-inc,0.137463,11th,0.4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.232877,Federal-gov,0.143289,Some-college,0.6,Divorced,Protective-serv,Own-child,White,Male,0,0,0.72449,United-States,<=50K
0.041096,Private,0.017773,10th,0.333333,Never-married,Other-service,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Private,0.099906,Assoc-acdm,0.733333,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.315068,Private,0.05006,10th,0.333333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.575342,Private,0.164681,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Self-emp-not-inc,0.24383,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.436639,0.602041,United-States,>50K
0.150685,Private,0.129008,7th-8th,0.2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.55102,United-States,<=50K
0.589041,Private,0.101915,Prof-school,0.933333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.260274,Private,0.056404,HS-grad,0.533333,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.44898,United-States,>50K
0.260274,Self-emp-inc,0.136322,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.232877,Private,0.320216,HS-grad,0.533333,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,0.397959,United-States,<=50K
0.082192,Local-gov,0.181931,HS-grad,0.533333,Never-married,Other-service,Own-child,Black,Male,0,0,0.316327,United-States,<=50K
0.041096,Private,0.018468,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.295918,United-States,<=50K
0.465753,Private,0.008082,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.178082,Private,0.035028,Assoc-acdm,0.733333,Never-married,Tech-support,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.753425,Private,0.052304,HS-grad,0.533333,Divorced,Other-service,Not-in-family,White,Female,0,0,0.153061,United-States,<=50K
0.452055,Private,0.061348,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.30137,Private,0.110466,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.383562,Private,0.171698,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,White,Male,0,0.436639,0.397959,United-States,>50K
0.246575,Private,0.106213,HS-grad,0.533333,Separated,Transport-moving,Own-child,White,Male,0,0,0.5,United-States,<=50K
0.616438,Private,0.128114,7th-8th,0.2,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.273973,Private,0.121607,1st-4th,0.066667,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0.397959,Cambodia,<=50K
0.287671,Private,0.119234,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.027397,Private,0.267446,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.244898,United-States,<=50K
0.547945,Self-emp-not-inc,0.082857,Some-college,0.6,Separated,Sales,Not-in-family,White,Male,0,0,0.346939,United-States,<=50K
0.123288,Private,0.014824,Assoc-voc,0.666667,Never-married,Other-service,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.068493,Self-emp-inc,0.019344,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.232877,Private,0.130517,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.136986,Private,0.084326,Bachelors,0.8,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,0.397959,United-States,<=50K
0.534247,Private,0.243666,9th,0.266667,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.356164,Private,0.120726,10th,0.333333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.383562,Private,0.110369,Bachelors,0.8,Separated,Prof-specialty,Unmarried,White,Female,0,0,0.561224,Germany,<=50K
0.260274,Private,0.111557,Some-college,0.6,Never-married,Other-service,Not-in-family,White,Male,0,0,0.479592,United-States,<=50K
0.342466,Private,0.065349,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,0.602041,United-States,<=50K
0.054795,Private,0.07126,Some-college,0.6,Never-married,Sales,Own-child,White,Male,0,0,0.44898,United-States,<=50K
0.479452,Private,0.115096,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.191781,Private,0.098337,10th,0.333333,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.082192,Private,0.032631,Some-college,0.6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.191781,Private,0.090769,HS-grad,0.533333,Never-married,Exec-managerial,Own-child,Black,Male,0,0,0.397959,United-States,<=50K
0.273973,Private,0.118109,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.459184,United-States,<=50K
0.246575,Private,0.011061,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.04064,0,0.346939,United-States,<=50K
0.479452,Private,0.115195,HS-grad,0.533333,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,0.193878,Mexico,<=50K
0.013699,Private,0.129729,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.397959,United-States,<=50K
0.09589,Private,0.071364,Bachelors,0.8,Never-married,Sales,Own-child,White,Female,0,0,0.346939,United-States,<=50K
0.424658,Private,0.248212,10th,0.333333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.704082,United-States,<=50K
0.561644,Private,0.131162,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.726027,Private,0.082348,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.27551,United-States,<=50K
0.205479,Private,0.195155,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,Germany,<=50K
0.205479,Private,0.070805,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.55102,United-States,>50K
0.39726,Federal-gov,0.087189,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.479592,United-States,>50K
0.205479,Private,0.126175,HS-grad,0.533333,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.164384,Self-emp-inc,0.085785,Assoc-acdm,0.733333,Never-married,Prof-specialty,Other-relative,Black,Female,0,0,0.397959,United-States,<=50K
0.39726,Private,0.069102,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.433196,0.44898,United-States,>50K
0.30137,Private,0.049353,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0.02829,0,0.653061,United-States,<=50K
0.39726,Private,0.093114,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.410959,Private,0.157305,HS-grad,0.533333,Divorced,Adm-clerical,Unmarried,White,Male,0,0,0.397959,Honduras,<=50K
0.205479,Self-emp-inc,0.06877,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.150685,Local-gov,0.132386,Assoc-acdm,0.733333,Never-married,Craft-repair,Own-child,White,Male,0,0,0.040816,United-States,<=50K
0.561644,Private,0.142597,10th,0.333333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.534247,Self-emp-not-inc,0.101768,5th-6th,0.133333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.673469,United-States,>50K
0.438356,Private,0.074558,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.295918,Hungary,<=50K
0.178082,Self-emp-not-inc,0.075462,Some-college,0.6,Divorced,Other-service,Unmarried,White,Female,0,0,0.295918,United-States,<=50K
0.39726,Private,0.029,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.109589,Private,0.257607,12th,0.466667,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.452055,Self-emp-not-inc,0.203877,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.068493,Private,0.084581,11th,0.4,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.452055,Private,0.117875,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.39726,Private,0.05691,9th,0.266667,Separated,Craft-repair,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.328767,Private,0.047876,1st-4th,0.066667,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0.397959,Mexico,<=50K
0.30137,Private,0.043556,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.082192,Private,0.346773,5th-6th,0.133333,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.346939,Mexico,<=50K
0.479452,Self-emp-not-inc,0.204397,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.55102,United-States,>50K
0.287671,Private,0.093086,Some-college,0.6,Divorced,Sales,Not-in-family,White,Male,0,0,0.602041,United-States,<=50K
0.273973,Private,0.105574,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.219178,Private,0.122504,HS-grad,0.533333,Separated,Sales,Not-in-family,White,Female,0,0,0.346939,United-States,<=50K
0.068493,Private,0.216165,HS-grad,0.533333,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.44898,United-States,<=50K
0.082192,Private,0.097953,HS-grad,0.533333,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,0.397959,United-States,<=50K
0.575342,Private,0.05372,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.232877,Private,0.093195,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.55102,United-States,>50K
0.315068,Private,0.062422,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.342466,Private,0.052151,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.479592,United-States,<=50K
0.273973,Private,0.118274,HS-grad,0.533333,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,0.397959,United-States,>50K
0.068493,Private,0.202298,Some-college,0.6,Never-married,Protective-serv,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.671233,Private,0.138935,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,<=50K
0.328767,Private,0.12896,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.30137,Self-emp-inc,0.094229,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.671233,Private,0.125229,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.142857,United-States,>50K
0.342466,Private,0.133866,HS-grad,0.533333,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,0.346939,United-States,<=50K
0.232877,Private,0.134149,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,>50K
0.410959,Private,0.172896,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.653061,United-States,>50K
0.082192,Private,0.09837,Some-college,0.6,Never-married,Other-service,Not-in-family,White,Female,0,0,0.193878,United-States,<=50K
0.60274,Private,0.032841,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.44898,United-States,<=50K
0.136986,Private,0.138681,Some-college,0.6,Widowed,Adm-clerical,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.054795,Private,0.118718,Some-college,0.6,Never-married,Adm-clerical,Own-child,Other,Female,0,0,0.193878,Cuba,<=50K
0.547945,Private,0.205015,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.433196,0.55102,United-States,>50K
0.534247,Private,0.043369,HS-grad,0.533333,Divorced,Other-service,Unmarried,White,Female,0,0,0.397959,United-States,<=50K
0.479452,Private,0.024884,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.260274,Private,0.086582,Some-college,0.6,Divorced,Prof-specialty,Own-child,White,Female,0,0,0.316327,United-States,<=50K
0.178082,Private,0.043106,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.260274,Private,0.114357,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.433196,0.602041,United-States,>50K
0.205479,Private,0.146457,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.260274,Federal-gov,0.130093,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.5,United-States,<=50K
0.849315,Local-gov,0.049124,11th,0.4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.061224,United-States,<=50K
0.424658,Private,0.159873,Some-college,0.6,Divorced,Craft-repair,Not-in-family,White,Male,0.03325,0,0.397959,United-States,<=50K
0.164384,Private,0.111206,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.657534,Local-gov,0.114495,Some-college,0.6,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0.346939,United-States,<=50K
0.246575,Private,0.201478,HS-grad,0.533333,Divorced,Tech-support,Unmarried,White,Female,0,0,0.755102,United-States,<=50K
0.342466,Self-emp-inc,0.736996,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,United-States,>50K
0.342466,Self-emp-not-inc,0.010551,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,<=50K
0.246575,Private,0.182476,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.410959,Private,0.127807,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.04064,0,0.397959,United-States,<=50K
0.575342,Private,0.115575,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.295918,United-States,>50K
0.219178,Private,0.180961,Assoc-voc,0.666667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.5,United-States,<=50K
0.041096,Private,0.084904,HS-grad,0.533333,Never-married,Prof-specialty,Other-relative,White,Female,0,0,0.346939,United-States,<=50K
0.09589,Local-gov,0.188534,11th,0.4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,0.44898,United-States,<=50K
0.328767,Private,0.123657,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.287671,Local-gov,0.18617,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.5,United-States,>50K
0.273973,Private,0.223705,Bachelors,0.8,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,<=50K
0.178082,Private,0.141708,Assoc-voc,0.666667,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.493151,Self-emp-inc,0.029104,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.315068,Private,0.071797,10th,0.333333,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.397959,United-States,<=50K
0.369863,Private,0.105568,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.767123,Private,0.122557,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.295918,United-States,<=50K
0.30137,Private,0.132627,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.479592,United-States,>50K
0.287671,Local-gov,0.498148,Some-college,0.6,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,0.44898,United-States,<=50K
0.123288,Private,0.157706,9th,0.266667,Never-married,Other-service,Not-in-family,White,Male,0,0,0.346939,United-States,<=50K
0.219178,Private,0.162478,11th,0.4,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.346939,United-States,<=50K
0.013699,Private,0.088536,Some-college,0.6,Never-married,Other-service,Own-child,White,Female,0,0,0.193878,United-States,<=50K
0.082192,Federal-gov,0.205268,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0.397959,United-States,<=50K
0.39726,Federal-gov,0.193981,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0.5,United-States,>50K
0.178082,Private,0.032695,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,0.397959,United-States,<=50K
0.465753,Private,0.101841,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.469388,United-States,>50K
0.082192,Private,0.047951,Some-college,0.6,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.153061,United-States,<=50K
0.123288,Local-gov,0.06171,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0.397959,United-States,<=50K
0.287671,Private,0.131926,Some-college,0.6,Divorced,Tech-support,Unmarried,White,Female,0,0,0.5,United-States,<=50K
0,Private,0.013802,10th,0.333333,Never-married,Farming-fishing,Own-child,White,Male,0,0,0.193878,United-States,<=50K
0.123288,Private,0.115472,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,<=50K
0.082192,Private,0.215726,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0.295918,United-States,<=50K
0.260274,Local-gov,0.027334,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.433196,0.5,United-States,>50K
0.60274,Federal-gov,0.147225,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0,Private,0.126693,11th,0.4,Never-married,Adm-clerical,Other-relative,White,Female,0,0,0.091837,United-States,<=50K
0.328767,Self-emp-not-inc,0.246729,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,Mexico,>50K
0.287671,State-gov,0.006764,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.356164,Private,0.17261,Bachelors,0.8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.178082,Private,0.060485,Bachelors,0.8,Married-civ-spouse,Sales,Wife,White,Female,0.03103,0,0.55102,United-States,>50K
